Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity
1,0,Cateran Brute,Mercadian Masques,120,Near Mint,English,,,,,,,,,Creature  - Horror Mercenary,{2}{B},Common
1,0,Cathartic Reunion,Kaladesh,109,Near Mint,English,,,,,,,,,Sorcery,{1}{R},Common
2,0,Caught in the Brights,Aether Revolt,10,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{W},Common
1,0,Cauldron Haze,Eventide,84,Near Mint,English,,,,,,,,,Instant,{1}{WB},Uncommon
2,0,Caustic Caterpillar,Magic Origins,170,Near Mint,English,,,,,,,,,Creature  - Insect,{G},Common
1,0,Caustic Hound,Mirrodin Besieged,40,Near Mint,English,,,,,,,,,Creature - Hound,{5}{B},Common
1,0,Caustic Tar,Magic 2015 Core Set,89,Near Mint,English,,,,,,,,,Enchantment  - Aura,{4}{B}{B},Uncommon
3,0,Cavalry Pegasus,Theros,2,Near Mint,English,,,,,,,,,Creature - Pegasus,{1}{W},Common
1,0,Cave People,Fourth Edition,199,Near Mint,English,,,,,,,,0,Creature  - Human,{1}{R}{R},Uncommon
5,0,Cavern Lampad,Theros,81,Near Mint,English,,,,,,,,,Enchantment Creature  - Nymph,{3}{B},Common
1,0,Celestial Archon,Commander 2015,64,Near Mint,English,,,,,,,,,Enchantment Creature  - Archon,{3}{W}{W},Rare
1,0,Celestial Purge,Magic 2012,11,Near Mint,English,,,,,,,,0,Instant,{1}{W},Uncommon
2,0,Cemetery Gate,Homelands,4,Near Mint,English,,,,,,,,,Creature  - Wall,{2}{B},Common
1,0,Cenn's Enlistment,Eventide,3,Near Mint,English,,,,,,,,,Sorcery,{3}{W},Common
1,0,Censorship,Unglued,15,Near Mint,English,,,,,,,,,Enchantment,{U},Uncommon
2,0,Centaur Battlemaster,Theros,154,Near Mint,English,,,,,,,,,Creature  - Centaur Warrior,{3}{G}{G},Uncommon
3,0,Centaur Healer,Return to Ravnica,148,Near Mint,English,,,,,,,,0,Creature  - Centaur Cleric,{1}{G}{W},Common
1,0,Centaur's Herald,Return to Ravnica,118,Near Mint,English,,,,,,,,,Creature  - Elf Scout,{G},Common
1,0,Cephalid Broker,Odyssey,71,Near Mint,English,,,,,,,,,Creature  - Cephalid,{3}{U},Uncommon
1,0,Cerulean Wyvern,Mirage,57,Near Mint,English,,,,,,,,,Creature  - Drake,{4}{U},Uncommon
3,0,Chained Throatseeker,New Phyrexia,30,Near Mint,English,,,,,,,,,Creature  - Horror,{5}{U},Common
2,0,Chandra's Fury,Magic Origins,136,Near Mint,English,,,,,,,,,Instant,{4}{R},Common
3,0,Chandra's Outrage,Magic 2011,128,Near Mint,English,,,,,,,,0,Instant,{2}{R}{R},Common
3,0,Chandra's Pyrohelix,Kaladesh,111,Near Mint,English,,,,,,,,,Instant,{1}{R},Common
5,0,Chandra's Revolution,Aether Revolt,77,Near Mint,English,,,,,,,,,Sorcery,{3}{R},Common
2,0,Chandra's Spitfire,Magic 2011,129,Near Mint,English,,,,,,,,,Creature  - Elemental,{2}{R},Uncommon
2,0,Chaos Charm,Mirage,163,Near Mint,English,,,,,,,,,Instant,{R},Common
2,0,Chaoslace,Revised Edition,140,Near Mint,English,,,,,,,,0,Instant,{R},Rare
1,0,Charcoal Diamond,Mirage,261,Near Mint,English,,,,,,,,0,Artifact,{2},Uncommon
1,0,Charcoal Diamond,Seventh Edition,289,Near Mint,English,,,,,,,,0,Artifact,{2},Uncommon
1,0,Charging Griffin,Magic 2014 Core Set,13,Near Mint,English,,,,,,,,0,Creature  - Griffin,{3}{W},Common
1,0,Charging Griffin,Magic Origins,9,Near Mint,English,,,,,,,,,Creature  - Griffin,{3}{W},Common
4,0,Charging Rhino,Magic 2015 Core Set,171,Near Mint,English,,,,,,,,,Creature  - Rhino,{3}{G}{G},Common
1,0,Charging Tuskodon,Rivals of Ixalan,97,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{3}{R}{R},Uncommon
1,0,Charm Peddler,Mercadian Masques,6,Near Mint,English,,,,,,,,,Creature  - Human Spellshaper,{W},Common
2,0,Chasm Drake,Magic 2012,48,Near Mint,English,,,,,,,,,Creature  - Drake,{4}{U},Common
1,0,Chasm Skulker,Magic 2015 Core Set,46,Near Mint,English,,,,,,,,,Creature  - Squid Horror,{2}{U},Rare
2,0,Chemister's Trick,Return to Ravnica,149,Near Mint,English,,,,,,,,,Instant,{U}{R},Common
1,0,Chicken Egg,Unglued,41,Near Mint,English,,,,,,,,,Summon - Egg,{1}{R},Common
1,0,Chief Engineer,Magic 2015 Core Set,47,Near Mint,English,,,,,,,,,Creature  - Vedalken Artificer,{1}{U},Rare
1,0,Chief of the Foundry,Magic Origins,225,Near Mint,English,,,,,,,,0,Artifact Creature  - Construct,{3},Uncommon
3,0,Child of Night,Magic 2011,88,Near Mint,English,,,,,,,,0,Creature  - Vampire,{1}{B},Common
2,0,Child of Night,Magic 2012,87,Near Mint,English,,,,,,,,0,Creature  - Vampire,{1}{B},Common
1,0,Child of Night,Magic 2014 Core Set,89,Near Mint,English,,,,,,,,0,Creature  - Vampire,{1}{B},Common
4,0,Child of Night,Magic 2015 Core Set,90,Near Mint,English,,,,,,,,,Creature  - Vampire,{1}{B},Common
2,0,Children of Korlis,Time Spiral,8,Near Mint,English,,,,,,,,,Creature  - Human Rebel Cleric,{W},Common
1,0,Chimney Imp,Mirrodin,59,Near Mint,English,,,,,,,,,Creature  - Imp,{4}{B},Common
3,0,Chorus of Might,Return to Ravnica,119,Near Mint,English,,,,,,,,,Instant,{3}{G},Common
2,0,Chosen by Heliod,Theros,5,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Common
1,0,Chromatic Star,Time Spiral,251,Near Mint,English,,,,,,,,0,Artifact,{1},Common
2,0,Chrome Steed,Scars of Mirrodin,142,Near Mint,English,,,,,,,,,Artifact Creature  - Horse,{4},Common
1,0,Chromeshell Crab,Legions,32,Near Mint,English,,,,,,,,,Creature  - Crab Beast,{4}{U},Rare
2,0,Chronic Flooding,Return to Ravnica,32,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{U},Common
2,0,Chronicler of Heroes,Theros,190,Near Mint,English,,,,,,,,,Creature  - Centaur Wizard,{1}{G}{W},Uncommon
3,0,Chronostutter,Magic 2015 Core Set,48,Near Mint,English,,,,,,,,,Instant,{5}{U},Common
3,0,Cinder Wall,Eighth Edition,182,Near Mint,English,,,,,,,,,Creature  - Wall,{R},Common
1,0,Circle of Flame,Magic 2012,127,Near Mint,English,,,,,,,,0,Enchantment,{1}{R},Uncommon
1,0,Circle of Flame,Magic 2015 Core Set,135,Near Mint,English,,,,,,,,,Enchantment,{1}{R},Uncommon
4,0,Circle of Protection: Black,Revised Edition,193,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Black,Seventh Edition,6,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Black,Eighth Edition,10,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Uncommon
1,0,Circle of Protection: Black,Ninth Edition,10,Near Mint,English,,,,,,,,,Enchantment,{1}{W},Uncommon
1,0,Circle of Protection: Blue,Fourth Edition,265,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
3,0,Circle of Protection: Blue,Ice Age,237,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Blue,Seventh Edition,7,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Green,Fourth Edition,266,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
5,0,Circle of Protection: Green,Ice Age,238,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Green,Seventh Edition,8,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
2,0,Circle of Protection: Red,Revised Edition,196,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
4,0,Circle of Protection: Red,Ice Age,239,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: Red,Seventh Edition,9,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: White,Fourth Edition,268,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
3,0,Circle of Protection: White,Ice Age,240,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Circle of Protection: White,Seventh Edition,10,Near Mint,English,,,,,,,,0,Enchantment,{1}{W},Common
1,0,Citadel Castellan,Magic Origins,213,Near Mint,English,,,,,,,,,Creature  - Human Knight,{1}{G}{W},Uncommon
1,0,Citanul Woodreaders,Planar Chaos,125,Near Mint,English,,,,,,,,,Creature  - Human Druid,{2}{G},Common
1,0,City's Blessing,Extras: Rivals of Ixalan,6,Near Mint,English,,,,,,,,,Token,,Common
2,0,Civic Guildmage,Mirage,211,Near Mint,English,,,,,,,,,Creature  - Human Wizard,{W},Common
1,0,Clairvoyance,Ice Age,63,Near Mint,English,,,,,,,,,Instant,{U},Common
1,0,Clam Session,Unglued,20,Near Mint,English,,,,,,,,,Summon - Clamfolk,{1}{U}{U},Common
2,0,Clam-I-Am,Unglued,19,Near Mint,English,,,,,,,,,Summon - Clamfolk,{2}{U},Common
1,0,Clay Pigeon,Unglued,73,Near Mint,English,,,,,,,,,Artifact Creature,{3},Uncommon
3,0,Clay Statue,Fourth Edition,323,Near Mint,English,,,,,,,,0,Artifact Creature  - Golem,{4},Common
2,0,Cleansing Ray,Rivals of Ixalan,4,Near Mint,English,,,,,,,,,Sorcery,{1}{W},Common
3,0,Clear a Path,Magic 2015 Core Set,136,Near Mint,English,,,,,,,,,Sorcery,{R},Common
6,0,Cliffside Lookout,Battle for Zendikar,20,Near Mint,English,,,,,,,,,Creature  - Kor Scout Ally,{W},Common
2,0,Clinging Anemones,Gatecrash,31,Near Mint,English,,,,,,,,,Creature  - Jellyfish,{3}{U},Common
1,0,Cloak of Invisibility,Mirage,58,Near Mint,English,,,,,,,,,Enchantment  - Aura,{U},Common
1,0,Clockwork Beetle,Mirrodin,153,Near Mint,English,,,,,,,,,Artifact Creature  - Insect,{1},Common
1,0,Clockwork Hydra,Time Spiral,253,Near Mint,English,,,,,,,,,Artifact Creature  - Hydra,{5},Uncommon
1,0,Clockwork Steed,Homelands,128,Near Mint,English,,,,,,,,0,Artifact Creature  - Horse,{4},Common
1,0,Clone,Revised Edition,51,Near Mint,English,,,,,,,,0,Creature  - Shapeshifter,{3}{U},Uncommon
4,0,Clot Sliver,Tempest,6,Near Mint,English,,,,,,,,,Creature  - Sliver,{1}{B},Common
2,0,Cloud Crusader,Magic 2011,10,Near Mint,English,,,,,,,,,Creature  - Human Knight,{2}{W}{W},Common
3,0,Cloud Elemental,Magic 2011,50,Near Mint,English,,,,,,,,0,Creature  - Elemental,{2}{U},Common
8,0,Cloud Manta,Battle for Zendikar,71,Near Mint,English,,,,,,,,,Creature  - Fish,{3}{U},Common
1,0,Cloud Sprite,Mercadian Masques,67,Near Mint,English,,,,,,,,0,Creature  - Faerie,{U},Common
1,0,Cloud Sprite,Tenth Edition,75,Near Mint,English,,,,,,,,0,Creature  - Faerie,{U},Common
1,0,Cloudchaser Eagle,Seventh Edition,11,Near Mint,English,,,,,,,,,Creature  - Bird,{3}{W},Common
3,0,Clutch of Currents,Battle for Zendikar,72,Near Mint,English,,,,,,,,,Sorcery,{U},Common
2,0,Coal Stoker,Time Spiral,150,Near Mint,English,,,,,,,,,Creature  - Elemental,{3}{R},Common
1,0,Coastal Hornclaw,Eighth Edition,66,Near Mint,English,,,,,,,,,Creature  - Bird,{4}{U},Common
1,1,Coastal Hornclaw,Eighth Edition,66,Near Mint,English,foil,,,,,,,0,Creature  - Bird,{4}{U},Common
4,0,Coastline Chimera,Theros,44,Near Mint,English,,,,,,,,,Creature  - Chimera,{3}{U},Common
2,0,Cobblebrute,Return to Ravnica,91,Near Mint,English,,,,,,,,0,Creature  - Elemental,{3}{R},Common
2,0,Cobblebrute,Magic Origins,138,Near Mint,English,,,,,,,,,Creature  - Elemental,{3}{R},Common
3,0,Cobbled Wings,Ixalan,233,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Common
1,0,Cockatrice,Fourth Edition,121,Near Mint,English,,,,,,,,0,Creature  - Cockatrice,{3}{G}{G},Rare
4,0,Coercion,Eighth Edition,122,Near Mint,English,,,,,,,,0,Sorcery,{2}{B},Common
1,0,Cogworker's Puzzleknot,Kaladesh,201,Near Mint,English,,,,,,,,,Artifact,{2},Common
1,0,Cold Snap,Ice Age,241,Near Mint,English,,,,,,,,,Enchantment,{2}{W},Uncommon
4,0,Colossal Dreadmaw,Ixalan,180,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{4}{G}{G},Common
1,0,Colossal Dreadmaw,Ixalan,180,Near Mint,English,foil,,,,,,,0,Creature  - Dinosaur,{4}{G}{G},Common
1,0,Colossal Whale,Magic 2014 Core Set,48,Near Mint,English,,,,,,,,,Creature  - Whale,{5}{U}{U},Rare
2,0,Colossapede,Amonkhet,161,Near Mint,English,,,,,,,,,Creature  - Insect,{4}{G},Common
1,0,Colossus of Akros,Theros,214,Near Mint,English,,,,,,,,,Artifact Creature  - Golem,{8},Rare
1,0,Command Tower,Commander,269,Near Mint,English,,,,,,,,0,Land,,Common
2,0,Commencement of Festivities,Kaladesh,148,Near Mint,English,,,,,,,,,Instant,{1}{G},Common
2,0,Common Bond,Return to Ravnica,151,Near Mint,English,,,,,,,,,Instant,{1}{G}{W},Common
2,0,Commune with Dinosaurs,Ixalan,181,Near Mint,English,,,,,,,,,Sorcery,{G},Common
3,0,Commune with the Gods,Theros,155,Near Mint,English,,,,,,,,0,Sorcery,{1}{G},Common
4,0,Compelling Argument,Amonkhet,47,Near Mint,English,,,,,,,,,Sorcery,{1}{U},Common
2,0,Compost,Seventh Edition,235,Near Mint,English,,,,,,,,,Enchantment,{1}{G},Uncommon
3,0,Compulsory Rest,Amonkhet,9,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Common
1,0,Conclave Naturalists,Magic Origins,171,Near Mint,English,,,,,,,,,Creature  - Dryad,{4}{G},Uncommon
3,0,Concordia Pegasus,Return to Ravnica,8,Near Mint,English,,,,,,,,,Creature  - Pegasus,{1}{W},Common
2,0,Condemn,Magic 2011,11,Near Mint,English,,,,,,,,,Instant,{W},Uncommon
1,0,Cone of Flame,Weatherlight,95,Near Mint,English,,,,,,,,0,Sorcery,{3}{R}{R},Uncommon
2,0,Cone of Flame,Magic 2015 Core Set,137,Near Mint,English,,,,,,,,,Sorcery,{3}{R}{R},Uncommon
2,0,Confiscate,Seventh Edition,65,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{4}{U}{U},Uncommon
1,0,Confiscate,Eighth Edition,69,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{4}{U}{U},Uncommon
2,0,Congregate,Magic 2015 Core Set,6,Near Mint,English,,,,,,,,,Instant,{3}{W},Uncommon
2,0,Constricting Sliver,Magic 2015 Core Set,7,Near Mint,English,,,,,,,,,Creature  - Sliver,{5}{W},Uncommon
4,0,Consulate Skygate,Kaladesh,202,Near Mint,English,,,,,,,,,Artifact Creature  - Wall,{2},Common
3,0,Consulate Turret,Aether Revolt,147,Near Mint,English,,,,,,,,,Artifact,{3},Common
2,0,Consume Spirit,Magic 2012,88,Near Mint,English,,,,,,,,,Sorcery,{X}{1}{B},Uncommon
1,0,Consuming Sinkhole,Oath of the Gatewatch,94,Near Mint,English,,,,,,,,,Instant,{3}{R},Common
2,0,Contagion Clasp,Scars of Mirrodin,144,Near Mint,English,,,,,,,,,Artifact,{2},Uncommon
1,0,Contaminated Bond,Mirrodin,61,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{B},Common
3,0,Contaminated Bond,Ninth Edition,120,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{B},Common
2,0,Contaminated Ground,Gatecrash,59,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{B},Common
5,0,Contract Killing,Ixalan,95,Near Mint,English,,,,,,,,0,Sorcery,{3}{B}{B},Common
2,0,Conversion,Fourth Edition,269,Near Mint,English,,,,,,,,,Enchantment,{2}{W}{W},Uncommon
5,0,Conviction,Aether Revolt,12,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Common
2,0,Coordinated Assault,Theros,116,Near Mint,English,,,,,,,,,Instant,{R},Uncommon
2,0,Copper Carapace,Mirrodin Besieged,102,Near Mint,English,,,,,,,,0,Artifact - Equipment,{1},Common
1,0,Copper Myr,Scars of Mirrodin,146,Near Mint,English,,,,,,,,,Artifact Creature  - Myr,{2},Common
3,0,Copperhorn Scout,Scars of Mirrodin,116,Near Mint,English,,,,,,,,,Creature  - Elf Scout,{G},Common
3,0,Coral Barrier,Magic 2015 Core Set,49,Near Mint,English,,,,,,,,,Creature  - Wall,{2}{U},Common
5,0,Coral Eel,Eighth Edition,70,Near Mint,English,,,,,,,,0,Creature  - Fish,{1}{U},Common
4,0,Coral Merfolk,Seventh Edition,66,Near Mint,English,,,,,,,,0,Creature  - Merfolk,{1}{U},Common
2,0,Coral Merfolk,Magic 2012,49,Near Mint,English,,,,,,,,0,Creature  - Merfolk,{1}{U},Common
2,0,Coral Trickster,Duel Decks: Speed vs. Cunning,44,,,,,,,,,,,Creature  - Merfolk Rogue,{1}{U},Common
2,0,Coral Trickster,Time Spiral,54,Near Mint,English,,,,,,,,,Creature  - Merfolk Rogue,{1}{U},Common
8,0,Coralhelm Guide,Battle for Zendikar,74,Near Mint,English,,,,,,,,,Creature  - Merfolk Scout Ally,{1}{U},Common
1,0,Core Prowler,Mirrodin Besieged,103,Near Mint,English,,,,,,,,,Artifact Creature - Horror,{4},Uncommon
3,0,Corpse Blockade,Gatecrash,60,Near Mint,English,,,,,,,,,Creature  - Zombie,{2}{B},Common
1,0,Corpse Hauler,Magic 2014 Core Set,90,Near Mint,English,,,,,,,,,Creature  - Human Rogue,{1}{B},Common
3,0,Corrupt,Seventh Edition,124,Near Mint,English,,,,,,,,0,Sorcery,{5}{B},Common
2,0,Corrupt,Magic 2011,89,Near Mint,English,,,,,,,,0,Sorcery,{5}{B},Uncommon
1,0,Corrupted Conscience,Mirrodin Besieged,22,Near Mint,English,,,,,,,,,Enchantment - Aura,{3}{U}{U},Uncommon
1,0,Corrupted Harvester,Scars of Mirrodin,59,Near Mint,English,,,,,,,,,Creature  - Horror,{4}{B}{B},Uncommon
1,0,Corrupted Resolve,New Phyrexia,32,Near Mint,English,,,,,,,,,Instant,{1}{U},Uncommon
1,0,Corrupted Zendikon,Worldwake,55,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{B},Common
5,0,Costly Plunder,Ixalan,96,Near Mint,English,,,,,,,,,Instant,{1}{B},Common
1,0,Counsel of the Soratami,Ninth Edition,69,Near Mint,English,,,,,,,,0,Sorcery,{2}{U},Common
2,0,Counterspell,Fourth Edition,65,Near Mint,English,,,,,,,,0,Instant,{U}{U},Uncommon
6,0,Counterspell,Ice Age,64,Near Mint,English,,,,,,,,0,Instant,{U}{U},Common
1,0,Counterspell,Tempest,57,Near Mint,English,,,,,,,,0,Instant,{U}{U},Common
4,0,Counterspell,Seventh Edition,67,Near Mint,English,,,,,,,,,Instant,{U}{U},Common
2,0,Countless Gears Renegade,Aether Revolt,13,Near Mint,English,,,,,,,,,Creature  - Dwarf Artificer,{1}{W},Common
1,0,Courier Griffin,Battle for Zendikar,21,Near Mint,English,,,,,,,,,Creature  - Griffin,{3}{W},Common
2,0,Coursers' Accord,Return to Ravnica,154,Near Mint,English,,,,,,,,,Sorcery,{4}{G}{W},Common
4,0,Court Street Denizen,Gatecrash,8,Near Mint,English,,,,,,,,,Creature  - Human Soldier,{2}{W},Common
3,0,Covenant of Blood,Magic 2015 Core Set,91,Near Mint,English,,,,,,,,,Sorcery,{6}{B},Common
2,0,Cowl Prowler,Kaladesh,149,Near Mint,English,,,,,,,,,Creature  - Wurm,{4}{G}{G},Common
1,0,Crackling Club,Torment,93,Near Mint,English,,,,,,,,,Enchantment  - Aura,{R},Common
2,0,Crackling Triton,Theros,45,Near Mint,English,,,,,,,,,Creature  - Merfolk Wizard,{2}{U},Common
2,0,Cradle of the Accursed,Amonkhet,241,Near Mint,English,,,,,,,,,Land  - Desert,,Common
1,0,Cradle to Grave,Planar Chaos,67,Near Mint,English,,,,,,,,,Instant,{1}{B},Common
1,0,Crash,Mercadian Masques,186,Near Mint,English,,,,,,,,,Instant,{2}{R},Common
2,0,Crash of Rhinos,Mirage,108,Near Mint,English,,,,,,,,,Creature  - Rhino,{6}{G}{G},Common
3,0,Crash the Ramparts,Ixalan,182,Near Mint,English,,,,,,,,,Instant,{2}{G},Common
2,0,Craw Wurm,Fourth Edition,122,Near Mint,English,,,,,,,,0,Creature  - Wurm,{4}{G}{G},Common
1,0,Crawling Sensation,Shadows over Innistrad,199,Near Mint,English,,,,,,,,,Enchantment,{2}{G},Uncommon
1,0,Creature Bond,Fourth Edition,66,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{U},Common
1,0,Creeping Corrosion,Mirrodin Besieged,78,Near Mint,English,,,,,,,,,Sorcery,{2}{G}{G},Rare
2,0,Creeping Mold,Seventh Edition,236,Near Mint,English,,,,,,,,0,Sorcery,{2}{G}{G},Uncommon
4,0,Cremate,Return to Ravnica,59,Near Mint,English,,,,,,,,,Instant,{B},Common
1,0,Crested Herdcaller,Rivals of Ixalan,126,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{3}{G}{G},Uncommon
2,0,Crimson Mage,Magic 2012,129,Near Mint,English,,,,,,,,,Creature  - Human Shaman,{1}{R},Uncommon
1,0,Crimson Roc,Mirage,168,Near Mint,English,,,,,,,,,Creature  - Bird,{4}{R},Uncommon
4,0,Crippling Blight,Magic 2015 Core Set,92,Near Mint,English,,,,,,,,,Enchantment  - Aura,{B},Common
6,0,Crippling Chill,Khans of Tarkir,35,Near Mint,English,,,,,,,,0,Instant,{2}{U},Common
2,0,Crocanura,Gatecrash,116,Near Mint,English,,,,,,,,,Creature  - Crocodile Frog,{2}{G},Common
3,0,Crossbow Infantry,Seventh Edition,12,Near Mint,English,,,,,,,,0,Creature  - Human Soldier Archer,{1}{W},Common
4,0,Crossbow Infantry,Eighth Edition,15,Near Mint,English,,,,,,,,0,Creature  - Human Soldier Archer,{1}{W},Common
1,0,Crossbow Infantry,Ninth Edition,12,Near Mint,English,,,,,,,,,Creature  - Human Soldier Archer,{1}{W},Common
1,0,Crosstown Courier,Return to Ravnica,34,Near Mint,English,,,,,,,,,Creature  - Vedalken,{1}{U},Common
2,0,Crowd's Favor,Magic 2015 Core Set,138,Near Mint,English,,,,,,,,,Instant,{R},Common
4,0,Crown of Vigor,Onslaught,253,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{G},Common
1,0,Cruel Edict,Ninth Edition,121,Near Mint,English,,,,,,,,0,Sorcery,{1}{B},Uncommon
3,0,Cruel Finality,Aether Revolt,54,Near Mint,English,,,,,,,,,Instant,{2}{B},Common
1,0,Crumbling Ashes,Eventide,35,Near Mint,English,,,,,,,,,Enchantment,{1}{B},Uncommon
3,0,Crumbling Colossus,Magic 2012,204,Near Mint,English,,,,,,,,,Artifact Creature  - Golem,{5},Uncommon
1,0,Crusade,Revised Edition,199,Near Mint,English,,,,,,,,0,Enchantment,{W}{W},Rare
1,0,Crush,Mirrodin Besieged,61,Near Mint,English,,,,,,,,,Instant,{R},Common
4,0,Crushing Canopy,Ixalan,183,Near Mint,English,,,,,,,,,Instant,{2}{G},Common
1,0,Crypt Creeper,Avacyn Restored,91,Near Mint,English,,,,,,,,,Creature  - Zombie,{1}{B},Common
1,0,Crypt of the Eternals,Hour of Devastation,169,Near Mint,English,,,,,,,,,Land,,Uncommon
1,0,Crypt Rats,Seventh Edition,125,Near Mint,English,,,,,,,,,Creature  - Rat,{2}{B},Uncommon
3,0,Crypt Ripper,Zendikar,85,Near Mint,English,,,,,,,,,Creature  - Shade,{2}{B}{B},Common
1,0,Cryptic Cruiser,Battle for Zendikar,56,Near Mint,English,,,,,,,,,Creature  - Eldrazi Processor,{3}{U},Uncommon
2,0,Crystal Ball,Magic 2011,203,Near Mint,English,,,,,,,,,Artifact,{3},Uncommon
2,0,Crystal Golem,Mirage,263,Near Mint,English,,,,,,,,,Artifact Creature  - Golem,{4},Uncommon
2,0,Crystal Rod,Revised Edition,242,Near Mint,English,,,,,,,,0,Artifact,{1},Uncommon
1,0,Crystal Rod,Eighth Edition,295,Near Mint,English,,,,,,,,0,Artifact,{1},Uncommon
1,0,Cudgel Troll,Magic 2011,167,Near Mint,English,,,,,,,,0,Creature  - Troll,{2}{G}{G},Uncommon
1,0,Culling Dais,Scars of Mirrodin,148,Near Mint,English,,,,,,,,0,Artifact,{2},Uncommon
2,0,Culling Drone,Battle for Zendikar,91,Near Mint,English,,,,,,,,,Creature  - Eldrazi Drone,{1}{B},Common
1,0,Cult of the Waxing Moon,Shadows over Innistrad,201,Near Mint,English,,,,,,,,,Creature  - Human Shaman,{4}{G},Uncommon
1,0,Cultivate,Commander,148,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
1,0,Cultivate,Magic 2011,168,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
1,0,Cunning Sparkmage,Worldwake,79,Near Mint,English,,,,,,,,,Creature  - Human Shaman,{2}{R},Uncommon
1,0,Cunning Survivor,Hour of Devastation,33,Near Mint,English,,,,,,,,,Creature  - Human Warrior,{1}{U},Common
3,0,Curio Vendor,Kaladesh,42,Near Mint,English,,,,,,,,,Creature  - Vedalken,{1}{U},Common
1,0,Curse of Chains,Shadowmoor,139,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{WU},Common
1,0,Curse of the Swine,Theros,46,Near Mint,English,,,,,,,,,Sorcery,{X}{U}{U},Rare
1,0,Cursebreak,Avacyn Restored,14,Near Mint,English,,,,,,,,,Instant,{1}{W},Common
1,0,Cursed Minotaur,Amonkhet,85,Near Mint,English,,,,,,,,,Creature  - Zombie Minotaur,{2}{B},Common
2,0,Cutthroat Maneuver,Theros,82,Near Mint,English,,,,,,,,,Instant,{3}{B},Uncommon
1,0,Cyclopean Giant,Time Spiral,100,Near Mint,English,,,,,,,,,Creature  - Zombie Giant,{2}{B}{B},Common
1,0,Cyclops Tyrant,Magic 2014 Core Set,135,Near Mint,English,,,,,,,,,Creature  - Cyclops,{5}{R},Common
2,0,Cystbearer,Scars of Mirrodin,117,Near Mint,English,,,,,,,,,Creature  - Beast,{2}{G},Common
1,0,D'Avenant Archer,Chronicles,61,Near Mint,English,,,,,,,,0,Creature  - Human Soldier Archer,{2}{W},Common
1,0,D'Avenant Archer,Fifth Edition,299,Near Mint,English,,,,,,,,0,Creature  - Human Soldier Archer,{2}{W},Common
1,0,D'Avenant Healer,Time Spiral,11,Near Mint,English,,,,,,,,,Creature  - Human Cleric Archer,{1}{W}{W},Common
1,0,Daggerback Basilisk,Rise of the Eldrazi,182,Near Mint,English,,,,,,,,0,Creature  - Basilisk,{2}{G},Common
3,0,Daggerdrome Imp,Return to Ravnica,60,Near Mint,English,,,,,,,,,Creature  - Imp,{1}{B},Common
1,0,Dakmor Lancer,Seventh Edition,126,Near Mint,English,,,,,,,,,Creature  - Human Knight,{4}{B}{B},Uncommon
2,0,Dampening Pulse,Battle for Zendikar,75,Near Mint,English,,,,,,,,,Enchantment,{3}{U},Uncommon
1,0,Dangerous Wager,Avacyn Restored,131,Near Mint,English,,,,,,,,,Instant,{1}{R},Common
